index,year,region_id,region,artisan,livestock_fisher_miner_quarry,driver,house_worker,manager_administrator_professional,salesperson,service_worker,worker,total,total_pea_thousands
329,2016,16,Loreto,7.99224,30.60954,7.25919,1.88648,9.87927,17.1266,16.34478,4.49838,100,500.07803942
330,2016,17,Madre de Dios,11.74605,23.43627,10.6136,0.68981,10.38142,16.31177,18.38808,4.53514,100,77.84781338
331,2016,18,Moquegua,8.91168,25.60194,7.70551,0.96709,14.48854,13.14026,15.50955,6.1061,100,101.46533338
332,2016,19,Pasco,7.37839,48.12692,5.40932,0.83574,9.51366,9.05135,10.75016,3.6995,100,160.1712245
333,2016,20,Piura,9.54783,30.84633,8.07574,1.99733,7.99816,16.97955,14.8872,5.21257,100,894.58192201
334,2016,21,Puno,9.41198,43.78774,5.28636,0.39245,8.30565,14.04494,7.52987,7.737,100,770.9231381
335,2016,22,San Martin,6.86511,48.8355,5.13799,1.54541,7.24074,11.19714,10.94938,4.36767,100,446.49436568
336,2016,23,Tacna,13.4715,16.33865,8.01488,1.41529,13.84114,20.3587,16.80789,2.6848,100,182.47850571
337,2016,24,Tumbes,8.13469,14.81862,13.40595,1.76249,11.02806,20.85966,18.85746,6.41167,100,128.88286441
338,2016,25,Ucayali,9.08302,22.71229,10.50878,1.42592,9.48983,19.13686,16.77453,5.4323,100,275.00415527
339,2017,0,Nacional,10.42873,24.76408,6.86472,2.39339,13.13386,16.33217,14.67538,4.28848,100,16510.98400373
340,2017,1,Amazonas,4.25274,57.21292,3.98298,0.98598,9.10223,11.71367,6.83659,2.78693,100,237.92400126
341,2017,2,Ancash,9.2332,37.24698,7.04947,1.77609,9.61964,13.21306,13.47109,4.13506,100,614.62918458
342,2017,3,Apurimac,3.79371,56.20069,3.74506,0.69011,7.73714,11.68395,7.43184,5.80863,100,258.48506472
343,2017,4,Arequipa,10.16167,15.36781,9.3785,2.18864,15.27702,17.31658,16.32024,6.44582,100,678.52429045
344,2017,5,Ayacucho,3.77309,49.75344,4.74165,1.00984,9.86438,13.07218,7.97874,5.76747,100,359.80362659
345,2017,6,Cajamarca,7.12203,57.75805,3.6896,1.44887,6.48601,9.99128,6.89905,4.36157,100,870.32079207
346,2017,7,Callao,15.13021,0.78865,7.95396,3.23401,14.39441,17.32454,21.67542,4.10539,100,533.47950751
347,2017,8,Cusco,8.42405,41.51734,4.01858,0.76368,8.71393,14.46311,10.99212,5.35277,100,755.11492541
348,2017,9,Huancavelica,4.16913,66.79777,1.71084,0.43591,4.29993,10.98999,5.59361,3.86287,100,264.30898635
349,2017,10,Huanuco,6.6046,50.13317,4.89192,1.60587,8.94318,10.95659,9.83699,3.72682,100,451.52087109
350,2017,11,Ica,10.36417,15.69858,9.82727,1.42857,12.33176,20.58321,16.43578,6.26982,100,407.92306019
351,2017,12,Junin,8.89183,40.06528,6.39102,1.16061,10.17517,13.43841,11.99669,3.31119,100,699.71016858
352,2017,13,La Libertad,12.19644,23.56072,8.09864,2.99479,12.03827,15.80772,15.17781,3.96343,100,976.34747365
353,2017,14,Lambayeque,10.12143,20.17398,8.7343,2.41253,12.24959,19.60521,16.21404,5.01948,100,628.41641033
354,2017,15,Lima,13.63198,3.36305,7.48352,3.89942,19.49471,19.15622,18.67482,3.33061,100,5190.23243806
355,2017,16,Loreto,6.92935,29.27368,6.38097,1.87008,11.8604,18.2649,15.13955,4.66907,100,505.05934322
356,2017,17,Madre de Dios,10.50058,22.57791,11.18757,0.6676,10.75899,17.57273,18.42741,4.23795,100,81.9086794
357,2017,18,Moquegua,10.07656,25.06649,8.10905,1.8787,14.25412,14.11554,12.99615,5.00769,100,102.27921826
358,2017,19,Pasco,6.44622,50.86546,7.03705,0.84194,8.40348,7.99309,11.53102,3.21861,100,159.96432534
359,2017,20,Piura,9.91089,27.96847,7.50033,2.24188,8.87924,18.12115,15.44029,4.93871,100,904.96640095
360,2017,21,Puno,10.01178,43.45308,5.62119,0.52225,8.45249,12.84846,9.58977,5.7808,100,775.05285328
361,2017,22,San Martin,6.6547,47.23919,5.12292,1.77067,8.18726,13.23672,9.60742,3.69409,100,472.23995054
362,2017,23,Tacna,11.41908,16.63924,8.41044,1.62278,14.91112,21.73245,14.82864,4.57023,100,179.52398568
363,2017,24,Tumbes,7.52189,15.67501,11.06622,1.92571,12.12337,21.49389,16.04251,7.52431,100,132.2828269
364,2017,25,Ucayali,10.1279,21.85078,9.32262,2.0124,9.56061,17.8975,17.18035,5.50951,100,270.96561933
365,2018,0,Nacional,10.0868,24.86886,6.94625,2.27111,13.81778,16.5354,14.45687,4.15487,100,16776.483534
366,2018,1,Amazonas,3.81392,57.11332,3.22195,0.99902,8.10133,12.54723,8.12514,2.83258,100,238.522914455414
367,2018,2,Ancash,9.19808,38.31994,6.6236,1.60566,9.37653,14.56988,11.71589,4.71674,100,618.085082597017
368,2018,3,Apurimac,2.573,58.04857,3.96372,1.06421,6.82531,12.70633,7.3125,5.3942,100,262.87707339859
369,2018,4,Arequipa,9.95317,16.89597,8.10612,2.2045,17.05293,16.84725,15.90109,5.31225,100,701.369137807846
370,2018,5,Ayacucho,5.01558,50.32016,4.04382,0.83708,9.89853,14.45912,7.71937,4.68108,100,372.899021154404
371,2018,6,Cajamarca,7.98293,57.32478,3.9108,0.88823,7.9575,9.44181,6.10785,3.88939,100,857.612066958427
372,2018,7,Callao,14.24792,0.63265,9.2563,3.60844,15.91212,17.70982,22.61199,4.16477,100,531.242528663635
373,2018,8,Cusco,6.65555,42.70573,3.648,0.70325,10.25231,14.35297,10.21656,4.35104,100,736.502100781441
374,2018,9,Huancavelica,5.1482,62.82125,2.33801,0.73927,5.13765,9.94451,6.5728,4.72097,100,265.581792825699
375,2018,10,Huanuco,6.49314,50.47871,5.68285,1.01998,8.295,12.2903,9.5027,3.36762,100,461.373597816467
376,2018,11,Ica,11.26354,15.51106,9.86238,1.90541,12.36878,19.40469,17.68154,5.65463,100,421.681863451958
377,2018,12,Junin,9.30855,40.03379,6.22578,1.59862,8.52435,14.10554,11.98328,3.71348,100,726.004343101501
378,2018,13,La Libertad,14.34222,23.40163,7.15128,2.12266,11.91226,17.60145,14.51401,3.09102,100,997.63518715477
379,2018,14,Lambayeque,8.9916,19.34431,10.02988,2.35568,13.29546,20.11844,14.59862,5.26631,100,654.881775937557
380,2018,15,Lima,12.49,3.40251,7.88069,3.79165,20.83502,18.99535,18.43642,3.27154,100,5249.75906110573
381,2018,16,Loreto,8.22675,29.72611,6.96945,1.37378,10.94023,17.42746,14.82825,5.50299,100,513.936109633207
382,2018,17,Madre de Dios,10.30376,20.7994,11.42526,0.79719,12.25487,17.31531,17.12126,3.81334,100,85.957100279808
383,2018,18,Moquegua,9.05856,24.04098,9.46777,2.01996,14.98588,11.50593,13.68857,6.64321,100,102.938033013821
384,2018,19,Pasco,7.71491,47.5664,5.30017,0.95634,7.89344,9.42581,11.2,4.85978,100,167.513988462448
385,2018,20,Piura,10.26527,28.86654,7.93471,1.88438,8.47167,17.21803,15.87017,5.04671,100,945.941803135872
386,2018,21,Puno,8.16079,43.31613,4.53508,0.69357,10.06059,15.64203,8.72504,6.35496,100,795.109461083889
387,2018,22,San Martin,6.18113,49.40966,4.42771,1.6959,8.07654,12.36895,10.10816,3.85987,100,470.897161281586
388,2018,23,Tacna,11.90687,16.47254,8.2269,1.25333,15.82035,20.79823,15.73683,3.41394,100,186.2218484478
389,2018,24,Tumbes,8.37186,15.4408,11.79969,2.18242,11.69822,20.0224,21.10079,4.8476,100,134.065056530952
390,2018,25,Ucayali,8.48029,21.45924,9.87769,1.9358,12.14341,18.9921,16.79987,4.64858,100,277.875425151825
391,2019,0,Nacional,10.05,24.39,7.02,2.45,13.5,16.52,14.76,4.56,100,17133.1
392,2019,1,Amazonas,4.55,54.69,3.71,1.29,8.13,12.48,9.07,3.58,100,249.14421
393,2019,2,Ancash,7.6,37.88,6.45,1.17,10.37,14.59,13.06,4.08,100,638.801406
394,2019,3,Apurimac,3.69,54.22,4.52,0.61,8.86,10.7,8.53,5.57,100,266.62273
395,2019,4,Arequipa,12.99,14.46,8.51,2.4,16.57,17.4,15.36,4.62,100,708.63106
396,2019,5,Ayacucho,4.15,51.48,4.81,0.76,9.73,13.19,8.4,4.75,100,374.657262
397,2019,6,Cajamarca,7.73,55.17,3.85,1.16,8.13,9.27,7.33,4.6,100,870.54088
398,2019,7,Callao,13.42,0.64,9.63,2.83,16.14,20.53,20.74,3.67,100,546.7515
399,2019,8,Cusco,6.98,43.37,4.61,0.92,9.44,12.92,12.51,4.2,100,769.86729
400,2019,9,Huancavelica,4.68,63.71,2.34,0.87,4.66,9.75,7.68,3.98,100,270.9283
401,2019,10,Huanuco,6.94,50.99,4.01,1.35,8.79,12.76,9.05,2.88,100,462.48298
402,2019,11,Ica,11.45,14.3,9.39,1.56,11.6,19.2,19.55,5.62,100,441.246209
403,2019,12,Junin,7.85,38.59,6.5,1.59,12.35,12.74,12.86,3.41,100,751.79114
404,2019,13,La Libertad,10.95,24.89,6.85,2.67,13.56,16.9,14.75,4.22,100,1017.938
405,2019,14,Lambayeque,8.4,20.6,8.98,3.36,15.29,19.77,12.69,5.48,100,664.91058
406,2019,15,Lima,12.95,3.52,7.9,3.92,18.7,19.86,18.43,4.08,100,5344.772
407,2019,16,Loreto,7.21,28.99,7.84,1.95,12.99,15.37,15.97,4.91,100,514.90334
408,2019,17,Madre de Dios,12.22,25.54,9.6,0.74,11.82,14.6,15.59,3.63,100,83.6910511
409,2019,18,Moquegua,11.75,21.78,8.01,0.94,12.14,13.51,14.81,8.37,100,106.011001
410,2019,19,Pasco,8.73,44.39,6.64,1.03,9.6,10.76,10.47,4.55,100,162.22291
411,2019,20,Piura,10.09,25.88,8.03,3.35,8.83,17.78,15.77,5.21,100,990.3683
412,2019,21,Puno,8.54,43.77,4.48,0.35,8.92,13.45,9.37,8.38,100,800.91694
413,2019,22,San Martin,6.09,45.61,5.94,1.72,9.21,12.3,10.1,4.31,100,491.17236
414,2019,23,Tacna,11.02,15.69,9.16,1.9,15.48,19.94,17.71,2.95,100,186.19939
415,2019,24,Tumbes,9.34,12.15,13.16,1.71,9.65,20.32,21.07,6.66,100,135.70019
416,2019,25,Ucayali,10.76,21.38,9.11,1.88,10.38,17.53,18.26,6.37,100,282.82855
417,2020,0,Nacional,9.88269,32.05274,6.49205,1.64226,11.5722,15.10037,12.1653,5.1856,100,14901.7815
418,2020,1,Amazonas,4.52302,63.61985,2.3908,0.87134,7.76546,8.36056,5.07224,4.46793,100,237.41146
419,2020,2,Ancash,8.43425,46.45405,5.47737,0.85266,8.82853,10.20468,10.61577,5.37294,100,567.27973
420,2020,3,Apurimac,3.76994,63.86025,3.42506,0.4044,5.04345,9.76802,6.90454,4.36257,100,258.928
421,2020,4,Arequipa,11.799,20.1941,8.12452,1.37823,16.03231,15.66127,14.28306,5.5698,100,550.85722
422,2020,5,Ayacucho,4.95172,56.21736,3.47491,1.03486,7.75156,10.16214,8.27905,5.13882,100,352.47628
423,2020,6,Cajamarca,5.98068,63.34975,2.91187,0.60636,5.32784,8.75735,5.81093,4.19364,100,848.93112
424,2020,7,Callao,14.06189,1.1131,10.49085,3.21725,14.27741,21.5945,17.51609,6.68132,100,425.90278
425,2020,8,Cusco,4.60494,58.36685,2.6974,0.52169,6.24155,12.05117,8.64117,4.34681,100,726.97644
426,2020,9,Huancavelica,1.66875,74.83573,1.65674,0.10298,4.4209,8.58102,4.07349,2.70289,100,280.80905
427,2020,10,Huanuco,5.19594,61.79897,3.15726,0.84523,6.70513,10.27344,6.4783,2.46285,100,439.624335
428,2020,11,Ica,11.68627,20.21728,9.9914,1.44017,10.05377,18.51317,16.8119,6.08384,100,376.036941
429,2020,12,Junin,7.08955,51.04485,5.16051,0.97741,8.57845,11.01658,8.36663,4.33939,100,654.03003
430,2020,13,La Libertad,12.37697,28.25934,6.3718,1.61572,11.32671,15.41241,13.93851,5.26797,100,844.669246
431,2020,14,Lambayeque,9.48307,24.64722,9.24711,1.72375,13.9562,19.04517,10.38535,6.78579,100,569.2851
432,2020,15,Lima,14.2793,4.71725,8.10404,2.82586,18.41912,19.83759,16.41411,4.93262,100,4222.728
433,2020,16,Loreto,6.87663,31.88608,7.26829,1.53322,11.63027,15.75864,14.57243,6.0802,100,500.26497
434,2020,17,Madre de Dios,9.94458,34.99242,10.32248,0.82967,6.1537,14.88012,15.14222,3.57317,100,79.956321
435,2020,18,Moquegua,8.40735,26.43859,7.97759,0.69738,11.79892,14.97256,14.41775,8.62011,100,94.060048
436,2020,19,Pasco,6.48178,58.81888,3.98627,0.49647,5.8889,10.36297,6.67395,3.97178,100,164.69508
437,2020,20,Piura,10.42254,33.75456,6.57605,2.01859,7.1295,15.56446,14.31673,6.55245,100,889.44294
438,2020,21,Puno,7.18016,55.0198,4.90541,0.78806,6.70579,10.1084,5.90026,6.79913,100,795.99818
439,2020,22,San Martin,6.82391,57.91254,4.82456,0.70547,4.94155,10.15365,7.57251,4.78058,100,484.48887
440,2020,23,Tacna,12.23999,21.78049,7.60828,0.96598,17.74386,16.88894,11.8646,3.63862,100,152.73059
441,2020,24,Tumbes,8.11447,18.34968,13.80503,1.18667,8.44579,17.56048,20.54224,8.55084,100,114.39083
442,2020,25,Ucayali,9.85403,25.24249,11.21742,1.48406,9.53524,17.82711,14.1143,5.92712,100,269.80819
443,2021,0,Nacional,10.43,28.179,6.733,2.011,11.08,17.026,12.778,6.023,100,18149.421729
444,2021,1,Amazonas,4.62,57.174,3.847,0.698,7.301,10.999,7.963,4.528,100,263.416878
445,2021,2,Ancash,5.792,42.423,6.574,0.988,10.254,13.119,10.35,6.551,100,667.469595
446,2021,3,Apurimac,3.573,65.385,3.453,0.594,5.617,8.623,5.015,4.896,100,292.940389
447,2021,4,Arequipa,13.172,17.55,7.377,1.765,17.047,17.563,12.849,8.467,100,735.937632
448,2021,5,Ayacucho,4.311,50.067,6.095,1.014,6.649,13.438,8.267,6.981,100,405.027697
449,2021,6,Cajamarca,8.386,55.402,4.452,0.804,7.245,11.033,5.561,4.512,100,940.350599
450,2021,7,Callao,14.993,0.397,10.152,2.625,14.192,20.764,21.118,5.283,100,574.34001
451,2021,8,Cusco,8.013,47.324,3.582,0.992,7.408,14.463,8.817,6.866,100,822.064221
452,2021,9,Huancavelica,4.723,68.833,2.375,0.208,2.947,9.465,4.354,5.372,100,306.412024
453,2021,10,Huanuco,7.335,59.746,3.133,0.866,5.83,10.6,6.409,4.171,100,506.461081
454,2021,11,Ica,12.983,21.435,9.888,1.109,8.586,18.068,15.925,7.299,100,442.956224
455,2021,12,Junin,6.353,43.344,5.14,1.188,9.819,12.387,11.148,6.562,100,773.885531
456,2021,13,La Libertad,11.234,25.95,7.877,1.808,10.533,17.713,13.375,6.389,100,1055.250173
457,2021,14,Lambayeque,9.046,24.347,8.245,2.888,11.948,20.257,12.402,7.311,100,686.467282
458,2021,15,Lima,14.386,3.881,7.712,3.608,16.753,21.774,16.725,4.866,100,5048.644605
459,2021,16,Loreto,5.804,30.262,8.121,1.971,8.272,19.549,14.279,7.431,100,570.41192
460,2021,17,Madre de Dios,9.278,24.923,10.456,0.871,8.851,17.71,17.331,5.602,100,95.264072
461,2021,18,Moquegua,8.366,23.791,8.228,1.237,12.023,14.56,13.914,9.861,100,113.824947
462,2021,19,Pasco,7.284,52.078,5.855,0.512,6.344,11.64,7.869,5.676,100,186.079407
463,2021,20,Piura,10.943,33.338,6.58,1.721,6.761,16.267,14.346,6.137,100,1040.346168
464,2021,21,Puno,8.367,46.473,5.288,0.333,5.697,13.408,7.681,10.395,100,922.235919
465,2021,22,San Martin,7.732,51.977,4.331,1.467,5.864,11.864,9.446,4.688,100,550.146687
466,2021,23,Tacna,12.812,18.766,9.595,2.141,11.129,20.984,14.2,4.954,100,195.545534
467,2021,24,Tumbes,9.04,22.137,12.383,0.953,7.682,19.897,18.362,6.129,100,144.4173
468,2021,25,Ucayali,9.783,28.076,8.7,1.756,7.6,17.968,15.227,5.999,100,305.727196
469,2022,0,Nacional,10.72492,24.72696,7.09637,2.28897,11.94948,16.77731,14.79466,5.75452,100,17756.36550155
470,2022,1,Amazonas,5.67325,51.99155,3.38353,1.08859,7.85292,12.71771,7.94723,6.5318,100,246.72433623
471,2022,2,Ancash,7.51585,37.71281,6.57593,1.13986,9.06759,12.68996,14.72423,6.93601,100,671.29978303
472,2022,3,Apurimac,3.0972,58.94957,3.16207,0.86205,8.4814,10.09669,6.59594,5.91716,100,289.50784576
473,2022,4,Arequipa,11.92903,14.54566,8.68416,2.1072,15.47099,17.22128,15.95491,7.10371,100,724.97805191
474,2022,5,Ayacucho,4.5239,49.07316,4.59808,1.07499,7.79178,12.81124,11.49392,5.7611,100,407.32792245
475,2022,6,Cajamarca,7.90871,50.97371,4.59542,1.05508,8.87367,10.39206,8.04938,5.81245,100,861.23159878
476,2022,7,Callao,14.17683,0.51602,8.53237,3.66081,12.51224,21.55643,22.47713,5.62142,100,563.29616706
477,2022,8,Cusco,6.91569,43.39009,4.86655,0.7255,9.01734,15.94027,10.38026,5.57361,100,793.99901152
478,2022,9,Huancavelica,5.06273,61.80579,2.70117,0.46894,5.21179,9.33228,8.40824,4.6328,100,292.87036088
479,2022,10,Huanuco,7.04671,53.08559,5.30169,0.67875,6.18077,13.09524,8.44794,3.96234,100,498.67838064
480,2022,11,Ica,10.35091,18.89719,9.38675,1.387,10.22228,17.98773,18.10514,8.25405,100,462.88675974
481,2022,12,Junin,7.74334,38.77212,6.40477,0.93633,11.24305,12.32088,12.20744,6.39313,100,773.38930859
482,2022,13,La Libertad,11.27257,23.39471,6.90059,2.7038,11.91553,16.14177,17.06086,5.79426,100,1048.74879587
483,2022,14,Lambayeque,9.55128,21.17806,9.00929,2.29667,11.84366,20.36207,13.65642,7.02282,100,707.01497382
484,2022,15,Lima,15.09234,3.61419,7.90519,3.96506,16.99334,20.1898,18.14764,4.56712,100,5453.53901508
485,2022,16,Loreto,8.75169,27.24903,7.82215,1.79663,10.17666,19.10999,15.58989,5.63561,100,553.30853704
486,2022,17,Madre de Dios,10.53142,25.63031,8.95763,0.90474,6.92168,14.59512,17.86049,8.14044,100,93.29321596
487,2022,18,Moquegua,8.93794,20.71835,7.67629,1.33796,14.70189,14.93545,14.40564,9.69667,100,113.10082816
488,2022,19,Pasco,6.19669,45.25285,6.23324,0.7623,11.62078,10.24713,10.64017,4.50113,100,177.75372218
489,2022,20,Piura,9.24112,29.75751,8.36491,2.34495,7.96211,16.79431,14.96865,6.72021,100,1021.15984823
490,2022,21,Puno,8.95869,41.78288,6.34176,0.35402,6.21383,14.47891,9.63746,9.58795,100,838.67644116
491,2022,22,San Martin,6.24282,49.44126,4.75621,1.28727,7.09096,13.30313,10.66383,3.76199,100,528.35815649
492,2022,23,Tacna,13.03779,16.75182,8.23742,1.84504,14.58211,18.66309,15.47195,5.36895,100,196.63983902
493,2022,24,Tumbes,10.25013,15.65634,12.97866,2.38255,8.66543,17.22493,21.03819,6.36229,100,141.06285672
494,2022,25,Ucayali,11.63296,24.32806,8.83602,1.63771,9.06318,18.33529,16.87701,4.83429,100,297.51974524
